3.89	1.48	2.15	11.73	22.74
3.76	1.42	2.15	11.70	22.78
3.82	1.53	2.15	11.68	22.81
3.85	1.46	2.16	11.66	22.87
3.80	1.47	2.16	11.62	22.91
3.84	1.56	2.17	11.59	22.94
3.87	1.48	2.17	11.57	22.98
3.89	1.42	2.17	11.55	23.01
3.81	1.46	2.18	11.50	23.07
3.85	1.55	2.18	11.48	23.11
3.88	1.47	2.18	11.46	23.14
3.89	1.56	2.18	11.43	23.17
3.76	1.57	2.19	11.39	23.24
3.85	1.48	2.19	11.37	23.27
3.73	1.57	2.20	11.34	23.30
3.80	1.48	2.20	11.32	23.34
3.84	1.42	2.20	11.27	23.40
3.89	1.46	2.21	11.25	23.43
3.76	1.55	2.21	11.22	23.47
3.81	1.47	2.21	11.20	23.50
3.85	1.56	2.21	11.17	23.56
3.89	1.57	2.22	11.13	23.59
3.76	1.48	2.22	11.10	23.63
3.82	1.57	2.22	11.08	23.66
3.85	1.48	2.23	11.05	23.69
3.73	1.48	2.23	11.00	23.75
3.84	1.43	2.24	10.98	23.78
3.87	1.53	2.24	10.96	23.81
3.89	1.46	2.24	10.93	23.84
3.76	1.55	2.25	10.88	23.91
3.85	1.56	2.25	10.86	23.94
3.88	1.48	2.25	10.83	23.97
3.89	1.57	2.25	10.81	24.00
3.76	1.48	2.26	10.78	24.06
3.85	1.48	2.26	10.73	24.09
3.88	1.42	2.26	10.70	24.12
3.75	1.53	2.27	10.68	24.15
3.81	1.46	2.27	10.65	24.19
3.87	1.47	2.28	10.60	24.25
3.75	1.56	2.28	10.58	24.28
3.81	1.48	2.28	10.55	24.31
3.85	1.57	2.28	10.52	24.34
3.87	1.42	2.29	10.47	24.40
3.81	1.53	2.29	10.44	24.43
3.85	1.60	2.29	10.42	24.46
3.87	1.50	2.30	10.39	24.49
3.75	1.44	2.30	10.34	24.55
3.85	1.46	2.30	10.31	24.58
3.87	1.56	2.31	10.29	24.60
3.89	1.47	2.31	10.26	24.64
3.76	1.56	2.31	10.23	24.69
3.85	1.42	2.32	10.18	24.72
3.73	1.53	2.32	10.15	24.75
3.80	1.46	2.32	10.12	24.78
3.84	1.55	2.33	10.09	24.81
3.87	1.56	2.33	10.04	24.87
3.76	1.48	2.33	10.01	24.90
